"Title","Other titles","BL record ID","Type of resource","Content type","Material type","BNB number","ISBN","ISSN","Name","Dates associated with name","Type of name","Role","All names","Series title","Number within series","Country of publication","Place of publication","Publisher","Date of publication","Edition","Physical description","Dewey classification","BL shelfmark","Topics","Genre","Languages","Notes"
"Harry Potter quer","Harry Potter que (e) r : eine Filmsaga im Spannungsfeld von Queer Reading, Slash-Fandom und Fantasyfilmgenre","017808290","Monograph","Language material ; Text","Volume","","9783837631371","","Cuntz-Leng, Vera","1979-","person","author","Cuntz-Leng, Vera, 1979-, author [person]","","","Germany","Bielefeld","Transcript","2015","","485 pages, 60 illustrations (some colour), 23 cm","","YF.2016.a.10946","Fan fiction--History and criticism ; Potter, Harry, (Fictitious character) ; Characters and characteristics ; Queer theory ; Homosexuality in motion pictures ; Harry Potter films ; Rowling, J. K.--Characters ; Harry Potter films--History and criticism","Criticsm and interpretation","German","Additional physical form: 9783839431375 ; Originally presented as the author's dissertation--Universität Tübingen, 2014"
"Harry Potter quiz book","","019617070","Monograph","Language material ; Text","Online resource (ePub ebook)","GBB9I9671","9781782815853","","Sneller, Esme-Rose","","person","author","Sneller, Esme-Rose, author [person] ; McTeer, Hattie, author [person]","","","England","Hextable","G2 Rights","2019","","1 online resource","823.92","ELD.DS.474575","Potter, Harry, (Fictitious character)--Miscellanea--Juvenile literature","Children's literature","English",""
"Harry Potter quiz book. Volume II","","020722882","Monograph","Language material ; Text","Volume","GBC2E8778","9781782812999","","Parsons, Oliver","","person","compiler","Parsons, Oliver, compiler [person] ; Parsons, Imogen, compiler [person]","","","England","Reigate","G2 Entertainment","2022","","1 volume, 21 cm","823.92","","Potter, Harry, (Fictitious character)--Miscellanea","","English","Additional physical form: ebook version. 9781782813439"
"Harry Potter ruled notebook","","018147926","Monograph","Language material","","","","","","","","","","","","England","","Moleskine","2016","","1 volume (unpaged)","","","","","English",""
"Harry Potter snow globe and sticker kit : Hogwarts Castle","","016420499","Monograph","Language material ; Text","Volume","","9780762449262","","","","","","","Miniature editions","","England","London","Running","2013","","1 volume","790.1922","CLE.2013.a.418","","","English","Includes snow globe"
"Harry Potter the magical adventure begins : 3 book set","","016527182","Monograph","Language material ; Text","Volume","","9781408849927 ; 9781408849934 ; 9781408849941 ; 9781408849958","","","","","","","","","England","London","Bloomsbury","2013","","3 volumes","","","","","English",""
"Harry Potter transfiguration book : with magical changing pictures","","012266171","Monograph","Language material ; Text","Volume","GBA2Z5833","9780563533603","","","","","","","","","England","London","BBC Children's","2002","","10 pages, colour illustrations, 25 cm","823.914","CLE.4/2002.b.21","Potter, Harry, (Fictitious character)--Juvenile fiction ; Transfiguration (Spiritualism)--Juvenile fiction ; Wizards--Juvenile fiction","Children's fiction ; Toy or moveable book","English","Lift the flap"
"Harry Potter y el misterio del principe","","015322959","Monograph","Language material ; Text","Volume","","9788478889907","","","","","","","","","","Cheltenham","Salamandra","2006","","602 pages","","","","","Spanish",""
"Harry Potter y el prisionero de Azakaban","","015106804","Monograph","Language material ; Text","Volume","","9788478885190","","","","","","","","","England","","Salamandra","2009","","","","","","","English",""
"Harry Potter y la Biblia : la amenaza tras la magica","Harry Potter and the Bible. Spanish","018901554","Monograph","Language material ; Text","Online resource","GBB8B0691","9780829777437","","Abanes, Richard","","person","","Abanes, Richard [person]","","","United States of America","Miami, Florida","Editorial Vida","2003","","1 online resource (xiv, 264 pages)","823.914","ELD.DS.294874","Children--Books and reading ; Occultism in literature ; Literature ; Potter, Harry, (Fictitious character) ; Children's stories, English ; Religion ; Bible--In literature ; Rowling, J. K.--Knowledge--Occultism ; Rowling, J. K.--Characters--Harry Potter ; Children's stories, English--History and criticism ; Rowling, J. K.--Religion","Criticsm and interpretation","Spanish","Translation of: Harry Potter and the Bible : the menace behind the magick"
"Harry Potter y la Camara Secreta","","015106803","Monograph","Language material ; Text","Volume","","9788478884957","","","","","","","","","England","","Salamandra","","","","","","","","English",""
"Harry Potter y la orden del Fenix","","014689648","Monograph","Language material ; Text","Volume","","9788478887422","","Rowling, J. K.","","person","","Rowling, J. K. [person]","","","England","Cheltenham","Salamandra","2008","","893 pages","","","","","English","hardback"
"Harry Potter y la orden del Fenix","Harry Potter and the order of the Phoenix. Spanish","009356435","Monograph","Language material ; Text","Volume","","","","Rowling, J. K.","","person","","Rowling, J. K. [person]","Serie: Harry Potter","","Venezuela","","Salamandra","2003","","777 pages, 20 cm","","YF.2004.a.8947","","","Spanish","Unauthorized Spanish translation, probably downloaded from Internet"
"Harry Potter y las reliquias de La muerte","","015106801","Monograph","Language material ; Text","Volume","","9788498381405","","","","","","","","","England","","Salamandra","2008","","636 pages","","","","","English",""
"Harry Potter à l'école des sciences morales et politiques","","018073835","Monograph","Language material ; Text","Volume","","9782130626701","","Milner, Jean-Claude","","person","","Milner, Jean-Claude [person]","","","France","Paris","Presses Universitaires de France","2014","","212 pages, 19 cm","791","YF.2016.a.24408","Themes, motives ; Rowling, J. K.--Themes, motives ; Harry Potter films ; Philosophy in motion pictures ; Harry Potter films--History and criticism","Criticsm and interpretation","French",""
"Harry Potter","","006908062","Monograph","Language material ; Text","Volume","GBA1W2294","9780747557012","","Rowling, J. K.","","person","","Rowling, J. K. [person]","","","England","London","Bloomsbury","2001","","4 volumes (various pagings), 20 cm","823.914","","Potter, Harry, (Fictitious character)--Juvenile fiction ; Children's stories, English ; Wizards--Juvenile fiction","Children's fiction","English","In slip case"
"Harry Potter","","013767346","Monograph","Language material ; Text","Volume","GBA745306","9780747593683","","Rowling, J. K.","","person","","Rowling, J. K. [person]","","","England","London","Bloomsbury","2007","Special edition","7 volumes","823.914","","Hogwarts School of Witchcraft and Wizardry (Imaginary place)--Juvenile fiction ; Fantasy fiction, English ; Potter, Harry, (Fictitious character)--Juvenile fiction ; Wizards--Juvenile fiction ; Children's stories, English","Children's fiction","English","In slip case"
"Harry Potter","","013767347","Monograph","Language material ; Text","Volume","GBA745307","9780747593690","","Rowling, J. K.","","person","","Rowling, J. K. [person]","","","England","London","Bloomsbury","2007","","7 volumes","823.914","","Hogwarts School of Witchcraft and Wizardry (Imaginary place)--Juvenile fiction ; Fantasy fiction, English ; Potter, Harry, (Fictitious character)--Juvenile fiction ; Wizards--Juvenile fiction ; Children's stories, English","Children's fiction","English","In slip case"
"Harry Potter","","013767349","Monograph","Language material ; Text","Volume","GBA745309","9780747594567","","Rowling, J. K.","","person","","Rowling, J. K. [person]","","","England","London","Bloomsbury","2007","","7 volumes","823.914","","Potter, Harry, (Fictitious character)--Fiction ; Fantasy fiction, English ; Wizards--Fiction ; Hogwarts School of Witchcraft and Wizardry (Imaginary place)--Fiction","Fiction","English","In slip case"
"Harry Potter","","014662272","Monograph","Language material ; Text","Volume","GBA885661","9780747595847","","Rowling, J. K.","","person","","Rowling, J. K. [person]","","","England","London","Bloomsbury","2008","","1 volume","823.914","","Potter, Harry, (Fictitious character)--Fiction ; Fantasy fiction, English ; Wizards--Fiction ; Hogwarts School of Witchcraft and Wizardry (Imaginary place)--Fiction","Fiction","English","In slip case"
"Harry Potter","","015595087","Monograph","Language material ; Text","Volume","GBB081444","9781408812525","","Rowling, J. K.","","person","","Rowling, J. K. [person]","","","England","London","Bloomsbury","2010","","7 volumes, 20 cm","823.914","","Hogwarts School of Witchcraft and Wizardry (Imaginary place)--Juvenile fiction ; Fantasy fiction, English ; Potter, Harry (Fictitious character)--Juvenile fiction ; Wizards--Juvenile fiction ; Children's stories, English","Children's fiction","English","In slip case ; Originally published: 2008"
"Harry Potter","","015851494","Monograph","Language material ; Text","Volume","GBB186347","9781408825945","","Rowling, J. K.","","person","","Rowling, J. K. [person]","","","England","London","Bloomsbury","2011","","7 volumes, 20 cm","823.914","","Hogwarts School of Witchcraft and Wizardry (Imaginary place)--Juvenile fiction ; Fantasy fiction, English ; Potter, Harry (Fictitious character)--Juvenile fiction ; Wizards--Juvenile fiction ; Children's stories, English","Children's fiction","English","In slip case"
"Harry Potter","","019485024","Monograph","Language material ; Text","Online resource (ePub ebook)","GBB9D1830","9781789380712","","","","","","Frankel, Valerie Estelle, 1980-, editor [person]","Fan phenomena","","England","Bristol","Intellect","2019","","1 online resource","823.92","","Fans (Persons) ; Harry Potter films ; Rowling, J. K","","English","Additional physical form: Print version. 9781789380705"
"Harry Potter","","019705388","Monograph","Language material","","","9781644941799 ; 9781645190141","","","","","","","Our Favourite Brands","","England","","Kaleidoscope Publishing","2020","","32 pages","","YKL.2022.a.1009","","","English",""
"Harry Potter","","019908189","Monograph","Language material ; Still image ; Text","Volume","GBC0D1301","9781683834595","","","","","","","","","United States of America","San Rafael","Insight","2020","","1 volume, colour illustrations, 50 mm","791.4372","","Harry Potter films--Miscellanea","","English","In slip case"
"Harry Potter","Artemis Fowl ; Cirkeln ; Magiska möjligheter : Harry Potter, Artemis Fowl och Cirkeln i skolans värdegrundsarbete","018099664","Monograph","Language material ; Text","Volume","","9789170612251","","Alkestrand, Malin","1986-","person","","Strandberg, Mats, 1976- [person] ; Colfer, Eoin [person] ; Rowling, J. K. [person] ; Alkestrand, Malin, 1986- [person]","Svenska barnboksinstitutets skriftserie","137 [Svenska barnboksinstitutets skriftserie]","Sweden","Göteborg","Makadam","2016","","349 pages, illustrations, 21 cm","","X.0900/633 (137)","Fantasy fiction--History and criticism ; Children's literature--History and criticism ; Literature--History and criticism ; Adventure stories--History and criticism","","English",""
"Harry Potter","Fan phenomena Harry Potter","019450345","Monograph","Language material ; Text","Online resource","GBB9C1157","9781789380712","","","","","","Frankel, Valerie Estelle, 1980-, editor [person]","Fan phenomena","","England ; United Kingdom","Bristol","Intellect","2019","","1 online resource","791.4372","ELD.DS.435490","Fans (Persons)--United States ; Harry Potter","","English",""
"Harry Potter","Fan phenomena. Harry Potter","020560826","Monograph","Language material ; Text","Online resource","GBC275732","9781789380712 ; 9781789380729","","","","","","Frankel, Valerie Estelle, 1980-, editor [person]","Fan phenomena","","United States of America","Chicago, Illinois","University of Chicago Press","2019","","1 online resource","791.4372","ELD.DS.685988","Rowling, J. K, 1965- ; United States ; Fans (Persons) ; Adaption ; Harry Potter ; Fans (Persons)--United States ; Vermarktung","","English",""
"Harry Potter","Harry Potter and the Deathly Hallows ; Harry Potter and the Order of the Phoenix ; Harry Potter and the chamber of secrets ; Harry Potter en de Orde van de Feniks ; Harry Potter en de geheime kamer ; Harry Potter en de relieken van de dood ; Novels. Selections. Dutch","018300629","Monograph","Language material ; Text","Volume","","","","Rowling, J. K.","","person","author","Buddingh', Wiebe, 1957-, translator [person] ; Rowling, J. K., author [person] ; Rowling, J. K. [person]","","","Netherlands","Amsterdam","Harmonie","2016","Pocket 2e druk","volumes, 18 cm","","YF.2017.a.11389","Potter, Harry, (Fictitious character)--Juvenile fiction ; Wizards--Juvenile fiction ; Hogwarts School of Witchcraft and Wizardry (Imaginary organization)--Juvenile fiction","Children's fiction ; Fantasy","Dutch","'Pottermore.' ; Translated from the English"
